GeneName,logFC,pval,padj
TMEM174,0,0,0
TMEM175,-0.4991,0.274326144,0.274326144
TMEM176A,-0.02925,0,0
TMEM176B,0.29465,0,0
TMEM177,0.00353,0.992725591,0.992725591
TMEM178A,0.08208,0,0
TMEM178B,-0.09663,0,0
TMEM179,-0.04114,0,0
TMEM179B,-0.15665,0.527648295,0.527648295
TMEM18,0.32601,0.196404122,0.196404122
TMEM180,0.30989,0,0
TMEM181,-0.10931,0.62203631,0.62203631
TMEM182,-0.27822,0.596296052,0.596296052
TMEM183A,0.18514,0,0
TMEM183B,0,0,0
TMEM184A,0.0794,0.768828629,0.768828629
TMEM184B,-0.54689,0.016138059,0.016138059
TMEM184C,-0.20023,0.308605745,0.308605745
TMEM185A,-0.23644,0.476002905,0.476002905
TMEM185B,0.06263,0.692217354,0.692217354
TMEM186,0.40182,0.113295797,0.113295797
TMEM187,-0.96384,0.004834313,0.004834313
TMEM189,-0.37992,0.010199267,0.010199267
TMEM189-UBE2V1,0,0,0
TMEM19,0.12987,0.667384346,0.667384346
TMEM190,-0.19088,0,0
TMEM191A,-0.52359,0,0
TMEM191B,-0.16589,0,0
TMEM191C,0.14529,0,0
TMEM192,-0.29641,0.256302849,0.256302849
TMEM194A,0.39516,0.158129896,0.158129896
TMEM194B,-0.06936,0.894167963,0.894167963
TMEM196,0,0,0
TMEM198,0.21529,0,0
TMEM198B,-0.23094,0.522084017,0.522084017
TMEM199,0.06534,0.785304455,0.785304455
TMEM2,0.4019,0.000446332,0.000446332
TMEM200A,-0.02925,0,0
TMEM200B,0.49493,0,0
TMEM200C,0,0,0
TMEM201,-0.65257,0.125993621,0.125993621
TMEM202,0,0,0
TMEM203,-0.24109,0.362357286,0.362357286
TMEM204,0.12611,0,0
TMEM205,-0.14202,0.408528985,0.408528985
TMEM206,-0.30311,0.356813131,0.356813131
TMEM207,0,0,0
TMEM208,-0.40743,0.008495651,0.008495651
TMEM209,0.43772,0.097369513,0.097369513
TMEM211,0,0,0
TMEM212,-0.002,0,0
TMEM213,-0.14267,0,0
TMEM214,-0.49393,0.000498771,0.000498771
TMEM215,0,0,0
TMEM216,0.5696,0.11558264,0.11558264
TMEM217,0.70883,0,0
TMEM218,-0.08903,0.829611045,0.829611045
TMEM219,-0.63124,0.001782817,0.001782817
TMEM220,0.16147,0,0
TMEM220-AS1,-0.09136,0,0
TMEM221,0.29933,0,0
TMEM222,0.20974,0.512716992,0.512716992
TMEM223,-0.36452,0.192057378,0.192057378
TMEM225,0,0,0
TMEM229A,0,0,0
TMEM229B,-1.34144,0,0
TMEM230,-0.37436,0.003011044,0.003011044
TMEM231,-0.0301,0.953140804,0.953140804
TMEM232,-0.02925,0,0
TMEM233,0,0,0
TMEM234,-0.24878,0.547276691,0.547276691
TMEM235,0,0,0
TMEM236,-0.26767,0,0
TMEM237,0.2446,0.502166219,0.502166219
TMEM238,-0.03137,0,0
TMEM239,0.08988,0,0
TMEM240,-0.06697,0,0
TMEM241,-0.63785,0.140209015,0.140209015
TMEM242,-0.39163,0.189165108,0.189165108
TMEM243,0.3103,0.362546186,0.362546186
TMEM244,0,0,0
TMEM245,-0.3734,0.001424979,0.001424979
TMEM246,-0.39302,0.130119928,0.130119928
TMEM247,0,0,0
TMEM248,-0.45246,8.11E-06,8.11E-06
TMEM249,-0.25182,0,0
TMEM25,-0.19088,0,0
TMEM251,0.20331,0.468496788,0.468496788
TMEM252,0,0,0
TMEM253,-0.58951,0,0
TMEM254,-0.41819,0.242928263,0.242928263
TMEM254-AS1,0.47623,0,0
TMEM255A,-1.0655,0,0
TMEM255B,0.26661,0,0
TMEM256,-0.26374,0.313755589,0.313755589
TMEM257,0,0,0
TMEM258,-0.3208,0.135539488,0.135539488
TMEM259,0.31217,0.036607794,0.036607794
TMEM26,0,0,0
TMEM30A,0.3242,0.001697785,0.001697785
TMEM30B,0,0,0
TMEM30C,0.28917,0,0
TMEM31,-0.02925,0,0
TMEM33,0.06989,0.781163678,0.781163678
TMEM35,0,0,0
TMEM38A,0.31569,0,0
TMEM38B,-0.04841,0.908180937,0.908180937
TMEM39A,0.74631,3.39E-06,3.39E-06
TMEM39B,0.10084,0.864729422,0.864729422
TMEM40,-0.04795,0,0
TMEM41A,0.00527,0.989341399,0.989341399
TMEM41B,0.24646,0.219090009,0.219090009
TMEM42,-0.05584,0.919920554,0.919920554
TMEM43,-0.69551,2.10E-09,2.10E-09
TMEM44,-0.00161,0.996818851,0.996818851
TMEM44-AS1,0.99829,0.006985255,0.006985255
TMEM45A,-0.14147,0,0
TMEM45B,0.64893,0,0
TMEM47,0.03267,0.924688999,0.924688999
TMEM48,-0.183,0.313487318,0.313487318
TMEM5,0.19751,0.498225227,0.498225227
TMEM50A,-0.29736,0.067741608,0.067741608
TMEM50B,-0.33511,0.296398676,0.296398676
TMEM51,0.07633,0.733949647,0.733949647
TMEM51-AS1,-0.59745,0.170331084,0.170331084
TMEM52,-0.17683,0,0
TMEM52B,0,0,0
TMEM53,0.28415,0.638223399,0.638223399
TMEM54,-0.9,0.013811508,0.013811508
TMEM55A,0.83351,0.011224445,0.011224445
TMEM55B,0.96799,4.37E-13,4.37E-13
TMEM56,-0.49251,0.109153223,0.109153223
TMEM56-RWDD3,-0.47057,0,0
TMEM57,-0.28739,0.442566574,0.442566574
TMEM59,-0.88293,6.41E-13,6.41E-13
TMEM59L,0.32929,0.519615063,0.519615063
TMEM60,0.04655,0.87012877,0.87012877
TMEM61,0,0,0
TMEM62,0.09157,0.827744124,0.827744124
TMEM63A,-0.28156,0.375195081,0.375195081
TMEM63B,-0.13134,0.390192353,0.390192353
TMEM63C,0.1195,0,0
TMEM64,-0.02063,0.920329431,0.920329431
TMEM65,0.75145,0.000583558,0.000583558
TMEM66,-0.44654,8.50E-09,8.50E-09
TMEM67,0.54866,0.069901563,0.069901563
TMEM68,0.43236,0.01672568,0.01672568
TMEM69,0.08757,0.751869894,0.751869894
TMEM70,0.13806,0.558808978,0.558808978
TMEM71,0,0,0
TMEM72,0,0,0
TMEM72-AS1,0,0,0
TMEM74,-0.07346,0,0
TMEM74B,-0.15184,0,0
TMEM79,0.57402,0.091097635,0.091097635
TMEM80,0.76601,0.11478436,0.11478436
TMEM81,0.60721,0,0
TMEM82,0,0,0
TMEM86A,0.85369,0,0
TMEM86B,-0.42743,0.460783656,0.460783656
TMEM87A,-0.07631,0.676436735,0.676436735
TMEM87B,-0.0553,0.841994999,0.841994999
TMEM88,0.06219,0,0
TMEM88B,0,0,0
TMEM89,0.31719,0,0
TMEM8A,-0.26586,0.225405649,0.225405649
TMEM8B,-0.0648,0.916509511,0.916509511
TMEM8C,0,0,0
TMEM9,0.03194,0.949271971,0.949271971
TMEM91,-0.41565,0.423212813,0.423212813
TMEM92,-0.23926,0.660077035,0.660077035
TMEM95,0,0,0
TMEM97,-0.46148,0.000128632,0.000128632
TMEM98,-0.32295,0.524370259,0.524370259
TMEM99,-0.27586,0.282954385,0.282954385
TMEM9B,-0.67721,0.002367974,0.002367974
TMEM9B-AS1,0.36426,0.465872494,0.465872494
TMF1,0.4826,0.008333465,0.008333465
TMIE,0.4601,0,0
TMIGD1,0.4601,0,0
TMIGD2,0,0,0
TMLHE,0.11501,0.734531438,0.734531438
TMLHE-AS1,0,0,0
TMOD1,-0.26503,0.627898005,0.627898005
TMOD2,-0.01367,0,0
TMOD3,-0.37451,0.018775574,0.018775574
TMOD4,-0.12006,0,0
TMPO,0.06504,0.750729679,0.750729679
TMPO-AS1,0.47708,0,0
TMPPE,-0.70383,0,0
TMPRSS11A,0,0,0
TMPRSS11B,0.31719,0,0
TMPRSS11BNL,0,0,0
TMPRSS11D,0,0,0
TMPRSS11E,0,0,0
TMPRSS11F,0,0,0
TMPRSS11GP,0,0,0
TMPRSS12,0,0,0
TMPRSS13,0.25424,0,0
TMPRSS15,0.09045,0,0
TMPRSS2,0,0,0
TMPRSS3,0,0,0
TMPRSS4,0,0,0
TMPRSS4-AS1,0,0,0
TMPRSS5,-0.5365,0,0
TMPRSS6,0,0,0
TMPRSS7,0.08362,0,0
TMPRSS9,-0.22423,0,0
TMSB10,-0.3391,2.16E-05,2.16E-05
TMSB15A,0,0,0
TMSB15B,-0.02925,0,0
TMSB4X,-0.34268,0.00441024,0.00441024
TMSB4Y,-0.02925,0,0
TMTC1,0.08306,0,0
TMTC2,-0.08735,0.713443337,0.713443337
TMTC3,-0.05092,0.827955704,0.827955704
TMTC4,-0.13288,0.621805918,0.621805918
TMUB1,0.32071,0.29480909,0.29480909
TMUB2,-0.09183,0.692135891,0.692135891
TMX1,-0.09509,0.770496069,0.770496069
TMX2,0.09214,0.574516305,0.574516305
TMX2-CTNND1,0,0,0
TMX3,0.22722,0.234333744,0.234333744
TMX4,-0.74584,0.000935079,0.000935079
TNFAIP1,0.07634,0.501283683,0.501283683
TNFAIP6,1.50527,0,0
TNFAIP8,1.22136,9.06E-20,9.06E-20
TNFAIP8L1,0.49719,0.290427671,0.290427671
TNFAIP8L2,-0.05306,0,0
TNFAIP8L2-SCNM1,0,0,0
TNFAIP8L3,0.15293,0,0
TNFRSF10B,0.25932,0.001650746,0.001650746
TNFRSF10C,-0.54498,0,0
TNFRSF10D,0.03745,0.837729388,0.837729388
TNFRSF11A,0.22172,0.65457187,0.65457187
TNFRSF12A,-0.49988,0.007324857,0.007324857
TNFRSF13B,0,0,0
TNFRSF13C,-0.2637,0,0
TNFRSF14,0,0,0
TNFRSF17,0,0,0
TNFRSF18,0,0,0
TNFRSF19,-1.3839,0,0
TNFRSF1A,0.28132,0.006334364,0.006334364
TNFRSF21,-0.64435,3.66E-06,3.66E-06
TNFRSF25,0.14496,0,0
TNFRSF4,0.13251,0,0
TNFRSF6B,0,0,0
TNFRSF8,-0.02925,0,0
TNFSF11,0,0,0
TNFSF12,-0.70748,0,0
TNFSF12-TNFSF13,0,0,0
TNFSF13,-0.43009,0,0
TNFSF15,0.34221,0.23265274,0.23265274
TNFSF18,-0.02925,0,0
TNFSF4,-0.59652,0,0
TNFSF8,0,0,0
TNFSF9,-0.43453,0.001113873,0.001113873
TNIK,-0.78303,0.047654399,0.047654399
TNIP1,-0.30694,0.002086589,0.002086589
TNIP2,0.12512,0.609571643,0.609571643
TNK1,1.64473,0,0
TNK2,-0.10945,0.819863978,0.819863978
TNKS,-0.05514,0.756930169,0.756930169
TNKS1BP1,0.2952,0.011599167,0.011599167
TNKS2,0.13563,0.374313254,0.374313254
TNMD,0,0,0
TNN,0.52055,0,0
TNNC1,-0.17307,0,0
TNNC2,-0.19959,0,0
TNNI1,-0.1535,0,0
TNNI2,-0.05306,0,0
TNNI3,-0.32994,0,0
TNNI3K,0,0,0
TNNT1,-0.72838,0.025489549,0.025489549
TNNT2,-0.12173,0,0
TNNT3,-0.05306,0,0
TNP1,0,0,0
TNP2,0,0,0
TNPO1,-0.26494,0.032373085,0.032373085
TNPO2,0.33661,0.093351158,0.093351158
TNPO3,-0.28388,0.10969022,0.10969022
TNR,0,0,0
TNRC18,0.20188,0.193260984,0.193260984
TNRC18P1,0,0,0
TNRC6A,0.31024,0.001366339,0.001366339
TNRC6B,-0.17649,0.347502267,0.347502267
TNRC6C,0.69725,0.052090672,0.052090672
TNS1,0.27608,0.451653541,0.451653541
TNS3,-0.15371,0.125485033,0.125485033
TNS4,0.39957,0.008759889,0.008759889
TNXA,0,0,0
TNXB,0.69607,0.139824639,0.139824639
TOB1,1.05305,3.23E-13,3.23E-13
TOB1-AS1,1.41511,0.0009525,0.0009525
TOB2,-0.23415,0.278706915,0.278706915
TOB2P1,0.13141,0.822522605,0.822522605
TOE1,0.43519,0.121259052,0.121259052
TOLLIP,-0.28943,0.146361448,0.146361448
TOM1,0.31666,0.187492772,0.187492772
TOM1L1,-0.2217,0.244314424,0.244314424
TOM1L2,-0.66352,0.00062775,0.00062775
TOMM20,-0.33533,0.000690481,0.000690481
TOMM20L,0,0,0
TOMM22,-0.11037,0.502572204,0.502572204
TOMM34,-0.21881,0.313627283,0.313627283
TOMM40,-0.19348,0.280446252,0.280446252
TOMM40L,-0.13175,0.661203683,0.661203683
TOMM5,-0.43828,0.001476469,0.001476469
TOMM6,-0.20848,0.231255454,0.231255454
TOMM7,-0.32608,0.04431849,0.04431849
TOMM70A,-0.07214,0.613992575,0.613992575
TOP1,-0.04777,0.778054297,0.778054297
TOP1MT,-0.07015,0.818388417,0.818388417
TOP1P1,0.65291,0,0
TOP1P2,0,0,0
TOP2A,0.41383,0.00664672,0.00664672
TOP2B,0.01403,0.930004819,0.930004819
TOP3A,0.11605,0.535582006,0.535582006
TOP3B,-0.12737,0.656213961,0.656213961
TOPAZ1,0.13251,0,0
TOPBP1,-0.03437,0.921359487,0.921359487
TOPORS,1.19274,3.14E-13,3.14E-13
TOR1A,-0.21672,0.126925775,0.126925775
TOR1AIP1,0.03649,0.8508312,0.8508312
TOR1AIP2,0.9066,8.78E-12,8.78E-12
TOR1B,0.05336,0.845053307,0.845053307
TOR2A,-0.44534,0.135364244,0.135364244
TOR3A,0.0469,0.896062198,0.896062198
TOR4A,-0.05603,0.856248637,0.856248637
TOX,-0.02925,0,0
TOX2,-0.22063,0,0
TOX3,-0.10935,0.855708778,0.855708778
TOX4,-0.1208,0.579859937,0.579859937
TP53,-0.46466,0.014962474,0.014962474
TP53AIP1,0.31719,0,0
TP53BP1,-0.09093,0.56465493,0.56465493
TP53BP2,0.51925,0.000264547,0.000264547
TP53I11,-0.54474,0.011205053,0.011205053
TP53I13,0.1266,0.634157606,0.634157606
TP53I3,-0.41205,0.000271861,0.000271861
TP53INP1,1.00625,1.26E-15,1.26E-15
TP53INP2,-0.34049,0.126694408,0.126694408
TP53RK,0.5369,0.002954591,0.002954591
TP53TG1,0.12142,0.556513983,0.556513983
TP53TG3,0,0,0
TP53TG3B,0,0,0
TP53TG3C,0,0,0
TP53TG3D,0.0121,0,0
TP53TG5,0,0,0
TP63,-0.00602,0.992816065,0.992816065
TP73,0.7009,0,0
TP73-AS1,0.28444,0.401548556,0.401548556
TPBG,0.38837,0.002749469,0.002749469
TPBGL,1.19028,0,0
TPCN1,-1.10702,6.57E-35,6.57E-35
TPCN2,-0.45357,0.156830272,0.156830272
TPD52,-0.51214,0.008489921,0.008489921
TPD52L1,-0.17693,0.312261341,0.312261341
TPD52L2,-0.74672,3.14E-13,3.14E-13
TPD52L3,0,0,0
TPGS1,-0.30321,0.435473797,0.435473797
TPGS2,-0.65192,6.84E-05,6.84E-05
TPH1,0.28604,0,0
TPH2,0.17119,0,0
TPI1,-0.87235,3.13E-19,3.13E-19
TPI1P2,-0.29717,0,0
TPI1P3,-0.29551,0,0
TPK1,0.1191,0,0
TPM1,-0.92654,6.40E-28,6.40E-28
TPM2,-0.38551,4.99E-06,4.99E-06
TPM3,-0.45553,6.79E-06,6.79E-06
TPM3P9,0.47855,0.290979689,0.290979689
TPM4,-0.59048,3.58E-14,3.58E-14
TPMT,-0.32219,0.396537354,0.396537354
TPO,-0.04114,0,0
TPP1,-0.23827,0.019098049,0.019098049
TPP2,0.09007,0.72815489,0.72815489
TPPP,0.0601,0.898546836,0.898546836
TPPP2,0,0,0
TPR,0.5283,0.001263057,0.001263057
TPRA1,-0.01632,0.961665446,0.961665446
TPRG1,0.15653,0,0
TPRG1-AS2,0,0,0
TPRG1L,-0.54489,0.001370987,0.001370987
TPRKB,0.55518,0.026548922,0.026548922
TPRN,0.25504,0.594706632,0.594706632
TPRX1,0,0,0
TPRXL,0,0,0
TPSAB1,0.17119,0,0
TPSB2,0,0,0
TPSD1,-0.02925,0,0
TPSG1,0,0,0
TPST1,0.07741,0.861601437,0.861601437
TPST2,-0.30468,0.523013305,0.523013305
TPT1,0.3426,0.000407901,0.000407901
TPT1-AS1,-0.13736,0,0
TPTE,0,0,0
TPTE2,0.70412,0,0
TPTE2P1,-0.08483,0,0
TPTE2P3,0,0,0
TPTE2P5,0.17829,0,0
TPTE2P6,0.56333,0,0
TPTEP1,0.50248,0.412361486,0.412361486
TPX2,-0.18278,0.458229483,0.458229483
TRA2A,0.76876,1.64E-12,1.64E-12
TRA2B,0.36527,0.000834382,0.000834382
TRABD,-0.15182,0.622883444,0.622883444
TRABD2A,0.29311,0,0
TRABD2B,0.84353,0,0
TRADD,-0.44233,0.288373454,0.288373454
TRAF2,0.10136,0.579519108,0.579519108
TRAF3,0.10793,0,0
TRAF3IP1,-0.06521,0.808514021,0.808514021
TRAF3IP2,-0.47397,0.111747404,0.111747404
TRAF3IP2-AS1,0.51027,0.336800178,0.336800178
TRAF3IP3,0,0,0
TRAF4,0.5325,0.004310135,0.004310135
TRAF5,-0.01167,0.975333565,0.975333565
TRAF6,0.73636,0.000563233,0.000563233
TRAF7,-0.15676,0.43613095,0.43613095
TRAFD1,-1.22256,1.29E-13,1.29E-13
TRAIP,0.20858,0,0
TRAK1,0.12833,0.465360129,0.465360129
TRAK2,-0.02459,0.909834864,0.909834864
TRAM1,0.52727,0.000283716,0.000283716
TRAM1L1,-0.50033,0,0
TRAM2,-0.23361,0.169570033,0.169570033
TRAP1,-0.61244,4.67E-09,4.67E-09
TRAPPC1,-0.70661,7.31E-07,7.31E-07
TRAPPC10,0.07359,0.720027556,0.720027556
TRAPPC11,-0.15358,0.599805468,0.599805468
TRAPPC12,-0.10758,0.643977578,0.643977578
TRAPPC13,0.88227,0.000120723,0.000120723
TRAPPC2,0.39855,0.274720369,0.274720369
TRAPPC2L,-0.65267,0.001498048,0.001498048
TRAPPC2P1,0.51701,0,0
TRAPPC3,-0.40149,0.002954591,0.002954591
TRAPPC4,0.12842,0.742499579,0.742499579
TRAPPC5,-0.11629,0.765976045,0.765976045
TRAPPC6A,-0.24965,0.422305708,0.422305708
TRAPPC6B,0.38093,0.15844747,0.15844747
TRAPPC8,0.32588,0.094633612,0.094633612
TRAPPC9,-0.49717,0.030580074,0.030580074
TRAT1,0,0,0
TRDMT1,-1.12389,0,0
TRDN,0,0,0
TREH,0,0,0
TREM2,0.64893,0,0
TREML1,0,0,0
TREML2,0,0,0
TREML3P,-0.11524,0,0
TREML4,-0.02925,0,0
TREML5P,0.45014,0,0
TRERF1,-0.53314,0.032767128,0.032767128
TREX1,-0.82446,0,0
TREX2,-0.27548,0,0
TRH,-0.0725,0,0
TRHDE,0,0,0
TRHDE-AS1,0.96842,0,0
TRHR,0,0,0
TRIAP1,0.6155,3.44E-13,3.44E-13
TRIB1,-0.17568,0.147258381,0.147258381
TRIB2,1.13184,0,0
TRIB3,-0.49505,7.09E-06,7.09E-06
TRIL,0,0,0
TRIM10,-0.19088,0,0
TRIM11,0.35413,0.0433769,0.0433769
TRIM13,0.6279,0.093417385,0.093417385
TRIM15,-0.14686,0,0
TRIM16,-0.67227,2.46E-17,2.46E-17
TRIM16L,-0.36552,2.07E-05,2.07E-05
TRIM17,0.28917,0,0
TRIM2,-0.16579,0.769443452,0.769443452
TRIM23,0.58763,0.072488135,0.072488135
TRIM24,-0.03713,0.842772743,0.842772743
TRIM25,-0.09351,0.541986708,0.541986708
TRIM26,0.40943,4.79E-05,4.79E-05
TRIM27,0.22699,0.148215175,0.148215175
TRIM28,-0.34888,0.001194297,0.001194297
TRIM29,-1.35084,0,0
TRIM3,0.4802,0.005202233,0.005202233
TRIM31,0.64089,0.002719254,0.002719254
TRIM32,0.19024,0.334030862,0.334030862
TRIM33,0.35054,0.193199164,0.193199164
TRIM34,-0.02925,0,0
TRIM35,-0.07998,0.722415614,0.722415614
TRIM37,-0.16806,0.377157634,0.377157634
TRIM38,0.15184,0.587354262,0.587354262
TRIM39,0.57808,0.130391418,0.130391418
TRIM39-RPP21,0,0,0
TRIM4,0.81077,1.75E-05,1.75E-05
TRIM40,0,0,0
TRIM41,0.3744,0.038905621,0.038905621
TRIM42,0,0,0
TRIM43,0,0,0
TRIM43B,0,0,0
TRIM44,-0.26819,0.222576972,0.222576972
TRIM45,-1.75123,0.000143971,0.000143971
TRIM46,0.39228,0,0
TRIM47,-0.27175,0.178296022,0.178296022
TRIM48,0,0,0
TRIM49,0,0,0
TRIM49B,0,0,0
TRIM49C,0,0,0
TRIM49D1P,0,0,0
TRIM49D2P,0,0,0
TRIM50,-0.02925,0,0
TRIM51,0,0,0
TRIM51HP,0,0,0
TRIM52,0.44751,0.091868411,0.091868411
TRIM53AP,0,0,0
TRIM54,-0.43414,0,0
TRIM55,0.85124,0,0
TRIM56,-0.0425,0.897056519,0.897056519
TRIM58,0,0,0
TRIM59,1.55802,5.35E-05,5.35E-05
TRIM6,-0.12827,0.643122527,0.643122527
TRIM6-TRIM34,0,0,0
TRIM60,0,0,0
TRIM61,0,0,0
TRIM62,0.60025,0.346343928,0.346343928
TRIM63,0.28917,0,0
TRIM64,0,0,0
TRIM64B,0,0,0
TRIM64C,0,0,0
TRIM65,-0.32988,0.049124312,0.049124312
TRIM66,-0.62952,0.053430335,0.053430335
TRIM67,0.42192,0.372373616,0.372373616
TRIM68,-0.06036,0.894293749,0.894293749
TRIM69,0.16574,0,0
TRIM7,-0.24236,0.494536669,0.494536669
TRIM71,0.08306,0,0
TRIM72,0.17119,0,0
TRIM73,0,0,0
TRIM74,0,0,0
TRIM77,0,0,0
TRIM8,0.38182,0.037094794,0.037094794
TRIM9,-0.17835,0.502791249,0.502791249
TRIML1,0,0,0
TRIO,-0.18648,0.077458629,0.077458629
TRIOBP,-0.62321,5.48E-05,5.48E-05
TRIP10,0.39867,3.36E-05,3.36E-05
TRIP11,0.56393,0.000268539,0.000268539
TRIP12,0.10472,0.496482718,0.496482718
TRIP13,-0.5791,0.032645977,0.032645977
TRIP4,0.06448,0.829962911,0.829962911
TRIP6,-0.14129,0.318570593,0.318570593
TRIQK,0.10584,0.828560508,0.828560508
TRIT1,0.55992,0.028378801,0.028378801
TRMT1,0.13062,0.491241029,0.491241029
TRMT10A,-0.015,0.975192104,0.975192104
TRMT10B,-0.03952,0.951388342,0.951388342
TRMT10C,1.0864,1.29E-12,1.29E-12
TRMT11,0.46837,0.14705621,0.14705621
TRMT112,-0.32715,0.067375064,0.067375064
TRMT12,0.74631,0.000103719,0.000103719
TRMT13,0.65408,0.036211641,0.036211641
TRMT1L,0.08996,0.731448619,0.731448619
TRMT2A,-0.29139,0.196650763,0.196650763
TRMT2B,-0.56841,0.031706407,0.031706407
TRMT44,0.3992,0.246901605,0.246901605
TRMT5,0.70028,0.002387185,0.002387185
TRMT6,0.18086,0.432493278,0.432493278
TRMT61A,0.354,0.163233686,0.163233686
TRMT61B,0.37878,0.098870914,0.098870914
TRMU,0.6029,0.001324915,0.001324915
TRNAU1AP,0.07125,0.851977449,0.851977449
TRNP1,-0.8618,3.21E-10,3.21E-10
TRNT1,0.61948,0.000391263,0.000391263
TRO,0.74486,0,0
TROAP,-0.02691,0,0
TROVE2,0.41869,0.0323377,0.0323377
TRPA1,0.23973,0.682005161,0.682005161
TRPC1,0.4991,0.060501622,0.060501622
TRPC2,0,0,0
TRPC3,0.28844,0,0
TRPC4AP,-0.15512,0.325238268,0.325238268
TRPC5,0,0,0
TRPC5OS,0.17119,0,0
TRPC6,0.27009,0,0
TRPC7,0,0,0
TRPM1,0,0,0
TRPM2,-0.39911,0.416924657,0.416924657
TRPM3,0,0,0
TRPM4,-0.29985,0.282148052,0.282148052
TRPM5,-0.05306,0,0
TRPM6,0.25592,0.618073651,0.618073651
TRPM7,0.60698,2.34E-07,2.34E-07
TRPM8,-0.16326,0,0
TRPS1,-0.04114,0,0
TRPT1,-0.23062,0.488415767,0.488415767
TRPV1,-0.09856,0.822522605,0.822522605
TRPV2,0.9566,0,0
TRPV3,1.54108,0,0
TRPV4,0,0,0
TRPV5,0,0,0
TRPV6,-0.05306,0,0
TRRAP,0.17548,0.176451928,0.176451928
TRUB1,1.00341,1.59E-06,1.59E-06
TRUB2,-0.47052,0.003994085,0.003994085
TSACC,-0.26863,0,0
TSC1,0.58143,3.36E-06,3.36E-06
TSC2,-0.32674,0.125547976,0.125547976
TSC22D1,0.37721,5.83E-07,5.83E-07
TSC22D1-AS1,0.53183,0,0
TSC22D2,1.28141,8.30E-20,8.30E-20
TSC22D4,0.20081,0.348372225,0.348372225
TSEN15,-0.36832,0.17821682,0.17821682
TSEN2,-0.04326,0.900837399,0.900837399
TSEN34,-0.51633,1.28E-05,1.28E-05
TSEN54,-0.49644,0.048725989,0.048725989
TSFM,-0.59383,0.00017337,0.00017337
TSG1,0,0,0
TSG101,-0.14416,0.448659576,0.448659576
TSGA10,0.60148,0,0
TSGA10IP,0,0,0
TSGA13,0,0,0
TSHB,0,0,0
TSHR,0,0,0
TSHZ1,0.76753,0.102317174,0.102317174
TSHZ2,0,0,0
TSHZ3,0.36592,0.394004499,0.394004499
TSIX,0,0,0
TSKS,-0.04114,0,0
TSKU,0.2736,0.025958683,0.025958683
TSLP,0,0,0
TSN,-0.26901,0.040911959,0.040911959
TSNARE1,0.37921,0.42761542,0.42761542
TSNAX,0.2291,0.513980912,0.513980912
TSNAX-DISC1,0,0,0
TSNAXIP1,-0.17744,0,0
TSPAN1,-1.6224,0,0
TSPAN10,-0.29787,0,0
TSPAN11,-0.19885,0,0
TSPAN12,0.44735,0.401866255,0.401866255
TSPAN13,0.10192,0.82226067,0.82226067
TSPAN14,-0.30197,0.005422541,0.005422541
TSPAN15,-0.78797,3.52E-09,3.52E-09
TSPAN16,0,0,0
TSPAN17,-0.39029,0.021315676,0.021315676
TSPAN18,-1.15384,0.005681908,0.005681908
TSPAN19,0.37167,0,0
TSPAN2,-0.45107,0,0
TSPAN3,-0.51406,7.63E-05,7.63E-05
TSPAN31,0.0562,0.862879204,0.862879204
TSPAN32,0,0,0
TSPAN33,-0.10184,0.877426582,0.877426582
TSPAN4,-0.66883,0.000131545,0.000131545
TSPAN5,-0.79582,0.00646045,0.00646045
TSPAN6,-0.38316,0.041439994,0.041439994
TSPAN7,-0.41051,0.298728491,0.298728491
TSPAN8,-1.18411,0.00271929,0.00271929
TSPAN9,-0.07718,0.815692086,0.815692086
TSPEAR,-0.02925,0,0
TSPO,-0.97853,2.57E-05,2.57E-05
TSPO2,0.40437,0,0
TSPY1,0,0,0
TSPY2,0,0,0
TSPY26P,-0.09136,0,0
TSPY3,0,0,0
TSPY4,0,0,0
TSPY8,0,0,0
TSPYL1,-0.01204,0.945172849,0.945172849
TSPYL2,0.13192,0.591833935,0.591833935
TSPYL4,1.18922,3.86E-06,3.86E-06
TSPYL5,0.29734,0.475879025,0.475879025
TSPYL6,0,0,0
TSR1,-0.42804,0.011607351,0.011607351
TSR2,-0.31523,0.141553496,0.141553496
TSR3,-0.6131,0.00495231,0.00495231
TSSC1,-0.20575,0.332409406,0.332409406
TSSC4,0.07715,0.769489165,0.769489165
TSSK1B,0,0,0
TSSK2,0,0,0
TSSK3,-0.2637,0,0
TSSK4,0.17119,0,0
TSSK6,1.3011,0.004883955,0.004883955
TST,-0.48922,0.014762358,0.014762358
TSTA3,-0.30748,0.050416084,0.050416084
TSTD1,-0.12173,0,0
TSTD2,0.05939,0.808298682,0.808298682
TSTD3,0.07816,0,0
TTBK1,0,0,0
TTBK2,1.00099,0.011887848,0.011887848
TTC1,-0.3938,0.001983486,0.001983486
TTC12,-0.08713,0.85717526,0.85717526
TTC13,-0.40824,0.179089484,0.179089484
TTC14,0.24951,0.299532195,0.299532195
TTC16,0.2877,0,0
TTC17,-0.19953,0.462077083,0.462077083
TTC18,0.06156,0,0
TTC19,-0.45627,0.00075671,0.00075671
TTC21A,0.92649,0,0
TTC21B,0.93393,0.00306165,0.00306165
TTC22,-0.02925,0,0
TTC23,0.24336,0.486626854,0.486626854
TTC23L,0.26186,0,0
TTC24,0,0,0
TTC25,-0.43387,0,0
TTC26,-0.47221,0,0
